referee,league,decision_accuracy,var_overturns,foul_management,crowd_pressure,match_importance,attendance_pct,rivalry_intensity,final_ref_rating
Referee_1,Premier League,0.8048712332772615,0,0.5917173949330818,0.8237528002182155,0.7177951105625409,0.6674996517121548,0.09997491581800289,7.066620013846402
Referee_1,Premier League,0.7934384111189261,3,0.8540362888980227,0.21646759543664196,0.978936896513396,0.899465584480253,0.21233911067827616,5.818212352431953
Referee_1,Premier League,0.7513532627589614,3,0.8058265802441404,0.20565304417577393,0.316143697528991,0.7148647961550335,0.3998609717152555,5.2099954844612695
Referee_1,Premier League,0.9726515452756086,2,0.728034992108518,0.8281407691144109,0.4397716475108518,0.708540663048167,0.5924145688620425,5.20902685723999
Referee_1,Premier League,0.8701125585324028,0,0.7252496259847715,0.21061196892789324,0.959541228979397,0.7379729307073235,0.3854165025399161,5.071848134990963
Referee_1,Premier League,0.7646502711742017,3,0.7200762468698007,0.2976305878758231,0.6466238370778892,0.42063311266913106,0.9093204020787821,6.164509917200077
Referee_1,Premier League,0.8855062396191149,1,0.7125779372456224,0.3663533302945511,0.697390229473994,0.4187879754733352,0.8422847745949985,7.023893600163945
Referee_1,Premier League,0.810642066080508,3,0.7989499894055425,0.9374993880184934,0.36194475143634364,0.5175897174514872,0.045227288910538066,6.463986488434689
Referee_1,Premier League,0.8088296411130549,1,0.7698460661945399,0.6694009325310786,0.9756787150848965,0.7642205486120108,0.27599918202254337,6.333230775668371
Referee_1,Premier League,0.7462747429376406,0,0.9934434683002586,0.8177958154373259,0.43910097707392065,0.4033132702741615,0.8154614284548342,8.180858047314278
Referee_1,Premier League,0.9041220070514764,0,0.8029799873905057,0.9410407028106793,0.755753917851361,0.9489758053262685,0.8500385777897993,7.022528033621915
Referee_1,Premier League,0.7267148326173152,2,0.6554911608578311,0.46014665762139767,0.8107243248366449,0.7825344828131279,0.8872127425763265,7.124967163228772
Referee_1,Premier League,0.7334863888627244,1,0.9244569121330419,0.7773836169318986,0.46518944382426897,0.5536409936567944,0.04043358953843135,8.197983003586042
Referee_1,Premier League,0.7310494298273127,3,0.5539457134966522,0.22514334854938742,0.7454872878846462,0.588613588645796,0.5085706911647028,9.084049132667419
Referee_1,Premier League,0.769801824161685,0,0.7699205456508366,0.36244897978781554,0.9599974993905867,0.7593192798931216,0.6947849330397046,8.96210527556866
Referee_1,Premier League,0.8748191334774621,1,0.8167018782552118,0.8971684721501743,0.8625704538293801,0.5119420353316215,0.8925589984899778,7.427040088620428
Referee_1,Premier League,0.9260832434459375,3,0.6781489190384875,0.9254627532366033,0.49049257456924467,0.7886140723248174,0.0005203769953158188,6.58655985350376
Referee_1,Premier League,0.7853387522842481,1,0.7553736512887829,0.5339288025190232,0.45547546732951116,0.4719192204002097,0.33761517140362796,9.243093667606336
Referee_1,Premier League,0.7904968209658114,3,0.7790510010086706,0.5230689368464327,0.3454245729762871,0.5523492483606068,0.2468760628386012,8.133369227779047
Referee_1,Premier League,0.8994357651788437,0,0.6424202471887338,0.22950955788362626,0.7266950337859277,0.701607413937317,0.05147875124998935,6.253909089064751
Referee_2,Premier League,0.954314448070663,2,0.8403527257773834,0.6247476666537091,0.6134482152011641,0.7317358534427968,0.5926967238793935,5.363839968497219
Referee_2,Premier League,0.8035032476971932,0,0.8641081743059298,0.4942265061754026,0.7426140814155056,0.7801178264565368,0.5357746840747585,5.406303965244837
Referee_2,Premier League,0.9338846987649866,3,0.7540993883703593,0.7566502454327055,0.9008511633696039,0.5955753431211308,0.2202410475655483,8.20017289597108
Referee_2,Premier League,0.9266602929191203,3,0.822586395204725,0.33949314320399315,0.7836564166717261,0.6320412077803225,0.9367299887367345,5.61884424865697
Referee_2,Premier League,0.7954985782940723,0,0.6045358103688568,0.6331583790620527,0.7870490795415575,0.5371300130783798,0.17495492709593619,9.41975754498246
Referee_2,Premier League,0.844658049555884,0,0.6209261454502258,0.2744822142447194,0.9280510305673286,0.9402508342979983,0.6331014572732679,6.525634059719153
Referee_2,Premier League,0.797778680891545,3,0.923330571119153,0.885059433502474,0.583155688985533,0.9326620592565759,0.8509284487675127,9.210357473994264
Referee_2,Premier League,0.9198953823119042,3,0.803214529829795,0.20735764129330372,0.37103008000622245,0.7981010614648335,0.005061583846218687,5.723636231378744
Referee_2,Premier League,0.853645461022644,1,0.7242120714931237,0.9955659700886565,0.42314767687414173,0.4108452181693125,0.4938937151834346,5.80470219149598
Referee_2,Premier League,0.8026112596832007,3,0.924611705247089,0.7260903138402748,0.6978160223348301,0.4562048606968555,0.3677158030594335,6.1934106545677645
Referee_2,Premier League,0.7683171001461434,1,0.9894464291375045,0.589393722367564,0.9342691514029877,0.6606366193062572,0.3500784076946757,7.902965129137542
Referee_2,Premier League,0.8872987367056678,0,0.5976214938990223,0.7779616922092043,0.496540653708599,0.41458957985887235,0.6454722959071678,5.79699805733172
Referee_2,Premier League,0.963328403618816,0,0.6397801708983792,0.9067952178130072,0.8234031417281897,0.9718431082143719,0.3307503046705137,7.4874423507597045
Referee_2,Premier League,0.8602418913678347,3,0.92650472773368,0.4355591136556686,0.5695684100213476,0.9106820029101141,0.31692200515627766,5.762717360087416
Referee_2,Premier League,0.855904353488338,2,0.9221065703631557,0.9440134678486656,0.3492912915946807,0.5253512305692161,0.6711435168240506,6.613910515832737
Referee_2,Premier League,0.7711658217395269,1,0.9386865359639778,0.7926148942033635,0.7879110186966876,0.8214904503922655,0.35949115121975517,6.32116329919022
Referee_2,Premier League,0.9266211235339838,2,0.628103471797229,0.6892109686925445,0.35711592628016825,0.4031109176643921,0.6278944149486361,5.87423279080419
Referee_2,Premier League,0.7198634567599798,1,0.8978963347180505,0.912004273454053,0.536596609796075,0.6253497715839664,0.093981939840869,7.602260634482783
Referee_2,Premier League,0.7100638366630877,0,0.5775208083638721,0.9854727106484249,0.8872534514485544,0.9162427709870051,0.25025136051586405,5.174756304932404
Referee_2,Premier League,0.7849143441085024,2,0.5635302563259423,0.6177946080438435,0.8389954871690275,0.529492616498106,0.6228904758190003,5.384063592471956
Referee_3,Premier League,0.7144708819272101,3,0.7056769525283393,0.7596097686137551,0.39684716469246095,0.4796472533457819,0.969536867114159,8.215677968809784
Referee_3,Premier League,0.7114989046950052,3,0.6354161256310371,0.5511771365645088,0.35491946693958615,0.41521044604927454,0.9626484146779251,8.761910542304927
Referee_3,Premier League,0.8948727777062354,0,0.5290967977542218,0.9321709821011843,0.6096465608117732,0.543872415494442,0.09387329008129175,5.822896986982883
Referee_3,Premier League,0.9616919192551188,0,0.977432640331597,0.7903175333566148,0.6880478367579804,0.7670324477406114,0.4196000624277899,6.1147894527552085
Referee_3,Premier League,0.7996723500223533,0,0.5600823239028211,0.4735037333731213,0.3642593460694093,0.4564941929611361,0.3114133093912942,9.407797378796788
Referee_3,Premier League,0.7490924755690147,3,0.5489170803255008,0.5932927000934659,0.631430239546396,0.5039211219460091,0.43385164923797304,6.79327130478818
Referee_3,Premier League,0.8724380274546206,0,0.9433401936490238,0.4087148986733712,0.3107131782032693,0.9600617848476898,0.5010398839152592,7.4271985178002815
Referee_3,Premier League,0.8915098554314795,3,0.5352843737002149,0.7139354225650525,0.31855791737913525,0.751465348764078,0.9402302414249576,7.589633800441455
Referee_3,Premier League,0.8086875793378261,3,0.5642501766169551,0.8489633413888025,0.8744476330207687,0.7755638020609437,0.8204268437712681,7.931681473360046
Referee_3,Premier League,0.7578716207654886,0,0.5346806504375827,0.28062240110194137,0.3127552779560848,0.45666577645355705,0.6830067734163568,5.320348918071031
Referee_3,Premier League,0.7893131764822532,1,0.8408068344863948,0.47249965557139206,0.48248616976513214,0.6976224725760437,0.6928903586919394,6.567514720039388
Referee_3,Premier League,0.9622614825195981,3,0.8675355219019429,0.8427847443078789,0.4974242007999145,0.5064637262678338,0.7506147516408583,8.630756326702688
Referee_3,Premier League,0.9773414397601885,3,0.5638448647112329,0.40001315937288373,0.7063808086407368,0.9202699643258332,0.5618666921437736,6.073685869056531
Referee_3,Premier League,0.8903565383720689,2,0.8772714370423411,0.2824990950687461,0.9317870346756967,0.7031514234687143,0.8264574661077416,6.440223204637753
Referee_3,Premier League,0.9507465039789361,0,0.5267426483736845,0.9668331975065587,0.8930002008669129,0.6129431142776324,0.9568008851264563,8.045464569909365
Referee_3,Premier League,0.8351058658999398,1,0.8159186060848996,0.5587564175826558,0.5052475401886452,0.5971987272219496,0.6725184560770384,8.38568538246956
Referee_3,Premier League,0.9216421322432375,0,0.556732301008724,0.944743284549834,0.9819737459740872,0.9975587452181974,0.05587115467735004,8.31666000555954
Referee_3,Premier League,0.8528564156461969,2,0.558533508213803,0.31439334564226873,0.8330574422022305,0.7709308379897566,0.10112267612279024,5.378480627517488
Referee_3,Premier League,0.8962713568085536,1,0.6983258009771259,0.9135175270214213,0.4026233751844178,0.7079957012154358,0.2332280724245278,7.61587437752052
Referee_3,Premier League,0.941678786156921,1,0.9063997836287513,0.957798861907087,0.9902007446760095,0.852026911155365,0.37625958553091576,5.37575322514401
Referee_4,Premier League,0.9176011364596823,1,0.8525421821483299,0.3989793235442304,0.531176770313369,0.6606711066929628,0.25368217387313874,6.823409390516377
Referee_4,Premier League,0.860012447057403,3,0.559408958134036,0.2940209974216839,0.7544472114812444,0.8476269275592541,0.5833687650971596,9.329776468135439
Referee_4,Premier League,0.8049637622666371,0,0.5414456608466771,0.6226960970377673,0.6054350821245891,0.8812655494160404,0.9779006687542708,7.502022673891631
Referee_4,Premier League,0.7903521887177234,3,0.76385055454315,0.9943718368954404,0.3516575953147792,0.7323125706407925,0.969302535619099,7.35394029876567
Referee_4,Premier League,0.8762316186778735,1,0.6472469734197149,0.9966651000234965,0.7878475391046703,0.6305210988275319,0.7371007058430192,9.118644537510978
Referee_4,Premier League,0.968436674074197,3,0.9451318919454581,0.5645254022285704,0.7340928184610757,0.5664287097886797,0.1881211597237613,7.086642822229919
Referee_4,Premier League,0.7989386238472947,1,0.6329689624821195,0.48827607616421465,0.48196490399798386,0.6719445080972986,0.032315951109650465,6.258935782260256
Referee_4,Premier League,0.8151378818442121,0,0.8423655862769397,0.330093551475913,0.9376490291456896,0.8935223457539014,0.949799913291924,8.26573778774762
Referee_4,Premier League,0.8717562548620211,1,0.5413742100176531,0.9013291887406343,0.686111510780849,0.49890055668220057,0.41125511658536906,8.499210276808515
Referee_4,Premier League,0.8345036229225793,2,0.5752084455517641,0.6753045722817081,0.566623599641715,0.9819486386887619,0.8421189231357087,8.772479171200121
Referee_4,Premier League,0.8312340847425916,2,0.5669260594003166,0.21093757186159784,0.3527513422467236,0.8150286383013472,0.5343462750294631,8.374598372614873
Referee_4,Premier League,0.95568641063214,2,0.8844937075902553,0.9558125839059424,0.894753173474188,0.5484088610459186,0.4505441353100935,5.581217368181727
Referee_4,Premier League,0.9671342876324422,0,0.6036138245040282,0.9025765339833538,0.82989939252056,0.42813788067473196,0.26867248202530736,5.099831339136357
Referee_4,Premier League,0.8394862522608499,1,0.8861591958678197,0.6161308008895947,0.8965270502229781,0.7311441032646913,0.5609379715353863,8.944941211962552
Referee_4,Premier League,0.8129752025394712,3,0.7400229835092376,0.5364286229320601,0.8492677847610166,0.7836168141845454,0.8050446675193619,9.064179764044818
Referee_4,Premier League,0.8728338393872417,1,0.6752937794032985,0.6719341494837066,0.5745708315698126,0.6624849532142374,0.9041586944937484,6.567149601604852
Referee_4,Premier League,0.843917056964747,3,0.9552356392016366,0.4383675612335604,0.6665215932105077,0.8185851228960781,0.7964717756738773,7.067060635757776
Referee_4,Premier League,0.9357855962052387,0,0.6291221941494791,0.5673086049906091,0.9860228026998339,0.6955708563957217,0.3287516102875082,7.850303844425266
Referee_4,Premier League,0.7672407732578941,2,0.7686317083570351,0.5680953271868576,0.7093362741644076,0.6401802933461689,0.6976675736969318,5.810302725571844
Referee_4,Premier League,0.8950204105435821,0,0.9483942049530059,0.5791693122102979,0.767290416964719,0.5033919227209779,0.19228901880867078,5.183908773199155
Referee_5,Premier League,0.747301817660206,3,0.6738096072413418,0.22544374518813212,0.684100716445186,0.7206541022395139,0.3559914842719861,9.023977683031665
Referee_5,Premier League,0.7360495515239003,1,0.8451974143146826,0.23144971187287916,0.8595872792363297,0.7767402336945446,0.08175903194887191,8.931103808480497
Referee_5,Premier League,0.9578442721489077,0,0.5012975121918233,0.8946408856284696,0.35916190537647735,0.7583668493532583,0.9862569958668151,7.414657906942996
Referee_5,Premier League,0.9587316925500813,1,0.809127385765148,0.49513091165581796,0.6237743012932035,0.8484825628802539,0.0366832028905979,6.135966249548093
Referee_5,Premier League,0.8997378840476746,2,0.9222203363168144,0.79969298560687,0.3213305069135159,0.9203289886448339,0.35414667079312545,6.787237246268371
Referee_5,Premier League,0.7293633666290946,2,0.6886420815523113,0.2160569582221811,0.5254554159082248,0.5268688041979268,0.32749735217791465,5.53892959318663
Referee_5,Premier League,0.9493476386071705,3,0.736984970715278,0.4840834426234438,0.7541759882041031,0.6877492610525502,0.5841994847141693,8.315701139277108
Referee_5,Premier League,0.8561678344661224,3,0.7158297731148398,0.302064242236451,0.4986431340591071,0.617849377839181,0.6459172413316012,7.568502371010103
